wavenumber_cm1,reflectance_raw,reflectance_cleaned,reflectance_smoothed,baseline,detrended,envelope,normalized,is_hampel_outlier,in_primary_modeling_range
435.3514,23.49358334,23.49358334,23.56091875874111,41.71063974350786,-18.149720984766752,14.446542975003066,-1.0131208495972681,0,0
435.8335,23.40831544,23.40831544,23.494095612029767,41.69253785978537,-18.1984422477556,14.426643191486487,-1.0177344218903952,0,0
436.3156,23.35668326,23.35668326,23.447193674919603,41.67444427112541,-18.227250596205806,14.406245378232965,-1.0211523440905466,0,0
436.7977,23.39423397,23.39423397,23.422110123628332,41.656358975793836,-18.234248852165504,14.3853495352425,-1.0232508177116313,0,0
437.2798,23.39516755,23.39516755,23.417973388100386,41.638281972056475,-18.22030858395609,14.363955662515092,-1.0240790839634697,0,0
437.762,23.43876907,23.43876907,23.430181220843103,41.62020951112073,-18.190028290277624,14.34206376005074,-1.023921018768353,0,0
438.2441,23.4831627,23.4831627,23.4581972660605,41.602149087088264,-18.143951821027766,14.319673827849444,-1.022806370617802,0,0
438.7262,23.53730676,23.53730676,23.499652069924508,41.58409694944713,-18.08444487952262,14.296785865911206,-1.0208799205953734,0,0
439.2083,23.58637068,23.58637068,23.54805210919224,41.566053096463165,-18.018000987270923,14.273399874236024,-1.0185482931100862,0,0
439.6904,23.64343885,23.64343885,23.6026762455636,41.548017526402205,-17.945341280838605,14.2495158528239,-1.015854938911136,0,0
440.1725,23.68916134,23.68916134,23.666430003474684,41.52999023753006,-17.863560234055374,14.225133801674831,-1.0126133477852135,0,0
440.6547,23.74019566,23.74019566,23.73348400443578,41.51196749136305,-17.77848348692727,14.200253720788819,-1.00919073893351,0,0
441.1368,23.80086453,23.80086453,23.79991055053908,41.49395676138288,-17.6940462108438,14.174875610165863,-1.0058364378405114,0,0
441.6189,23.84979255,23.84979255,23.867230978718226,41.47595430738866,-17.608723328670436,14.148999469805965,-1.0024531448146858,0,0
442.101,23.89135934,23.89135934,23.937976041009822,41.457960127646224,-17.519984086636402,14.122625299709124,-0.9988785571208295,0,0
442.5831,23.98459502,23.98459502,24.007938967273304,41.43997422042139,-17.432035253148086,14.095753099875338,-0.9953806640955944,0,0
443.0652,24.06466084,24.06466084,24.079984679790467,41.421996583980004,-17.342011904189537,14.06838287030461,-0.9917756793913618,0,0
443.5474,24.12478778,24.12478778,24.150616542098412,41.40402349013432,-17.25340694803591,14.040514610996938,-0.9882871927892741,0,0
444.0295,24.2488694,24.2488694,24.221253119600863,41.38606239177196,-17.164809272171095,14.012148321952324,-0.9848246068971599,0,0
444.5116,24.33260536,24.33260536,24.2879100229549,41.368109558990184,-17.080199536035284,13.983284003170764,-0.9816447198469465,0,0
444.9937,24.37126273,24.37126273,24.352366371542672,41.35016499005479,-16.99779861851212,13.953921654652262,-0.9786338351760183,0,0
445.4758,24.42586755,24.42586755,24.412734831232108,41.332228683231634,-16.919493851999526,13.924061276396818,-0.9759150724791544,0,0
445.9579,24.49752301,24.49752301,24.466983991529595,41.31430063678652,-16.847316645256925,13.89370286840443,-0.9736220260267966,0,0
446.4401,24.52419781,24.52419781,24.51661095901243,41.29637713281474,-16.77976617380231,13.862846430675098,-0.9716595032426802,0,0
446.9222,24.56594417,24.56594417,24.55898057546552,41.27846560363573,-16.71948502817021,13.831491963208823,-0.9702019949698331,0,0
447.4043,24.60401376,24.60401376,24.592936402951626,41.260562329631924,-16.667625926680298,13.799639466005605,-0.9693282012371077,0,0
447.8864,24.61295718,24.61295718,24.621044657453098,41.24266730906909,-16.621622651615994,13.767288939065443,-0.9688737919244677,0,0
448.3685,24.6493285,24.6493285,24.64464871784538,41.22478054021312,-16.580131822367736,13.734440382388339,-0.9687533745075523,0,0
448.8506,24.65745648,24.65745648,24.66527294228474,41.20690202132981,-16.54162907904507,13.701093795974291,-0.9688688910388984,0,0
449.3328,24.70139262,24.70139262,24.688383354069636,41.18902804478451,-16.50064469071487,13.6672491798233,-0.9688607629087195,0,0
449.8149,24.71832077,24.71832077,24.71455970877379,41.171166022354384,-16.456606313580593,13.632906533935364,-0.9686901653643317,0,0
450.297,24.73327665,24.73327665,24.740566463899647,41.153312244694064,-16.412745780794417,13.598065858310486,-0.9685704225263411,0,0
450.7791,24.76934496,24.76934496,24.770203191572087,41.13546671006936,-16.365263518497272,13.562727152948664,-0.9682489874834345,0,0
451.2612,24.7874821,24.7874821,24.807721494350773,41.1176294167461,-16.309907922395325,13.526890417849899,-0.9674404783156811,0,0
451.7433,24.82450187,24.82450187,24.84843014679928,41.09980036299012,-16.251370216190843,13.49055565301419,-0.9664548744222291,0,0
452.2255,24.86610216,24.86610216,24.895644817368094,41.08197585142389,-16.186331034055797,13.45372285844154,-0.9650678815419728,0,0
452.7076,24.9392561,24.9392561,24.948845112356654,41.06416327330816,-16.115318160951507,13.416392034131945,-0.9633115555268015,0,0
453.1897,25.0134628,25.0134628,25.006062861411902,41.04635892955686,-16.040296068144958,13.378563180085408,-0.9613151772908901,0,0
453.6718,25.06746162,25.06746162,25.070176550029096,41.02856281843577,-15.958386268406677,13.340236296301926,-0.9588816735544445,0,0
454.1539,25.14185455,25.14185455,25.13792749560608,41.01077493821077,-15.872847442604694,13.3014113827815,-0.9562281740006098,0,0
454.636,25.21040597,25.21040597,25.211676791647267,40.992995287147664,-15.781318495500397,13.262088439524133,-0.9531917140069596,0,0
455.1182,25.30625565,25.30625565,25.288380638623405,40.97522017811306,-15.686839539489657,13.222267466529821,-0.9499761152126364,0,0
455.6003,25.38778905,25.38778905,25.36814519190225,40.95745698187727,-15.58931178997502,13.181948463798566,-0.9465726239550896,0,0
456.0824,25.44812726,25.44812726,25.45202361291892,40.939702009600516,-15.487678396681595,13.141131431330368,-0.9429065156205879,0,0
456.5645,25.54524377,25.54524377,25.539121061650533,40.9219552595486,-15.382834197898063,13.099816369125227,-0.939036588724412,0,0
457.0466,25.6236746,25.6236746,25.629572247551152,40.90421672998737,-15.274644482436216,13.058003277183143,-0.9349511519409484,0,0
457.5287,25.71741769,25.71741769,25.721521571843407,40.88648641918265,-15.164964847339245,13.015692155504114,-0.9307763720077606,0,0
458.0109,25.81518477,25.81518477,25.81932669087577,40.86876065023226,-15.049433959356492,12.972883004088143,-0.9262073736271442,0,0
458.493,25.90094682,25.90094682,25.92016902434095,40.85104677344194,-14.930877749100986,12.92957582293523,-0.9214370381543796,0,0
458.9751,26.00121746,26.00121746,26.02369067323601,40.833341110205254,-14.809650436969243,12.885770612045372,-0.9164876005602399,0,0
459.4572,26.10502443,26.10502443,26.129052687495573,40.815643658788034,-14.68659097129246,12.84146737141857,-0.9114156349292812,0,0
459.9393,26.22832547,26.22832547,26.235338507587105,40.79795441745611,-14.562615909869006,12.796666101054825,-0.9062839412777118,0,0
460.4214,26.34434547,26.34434547,26.342975290829994,40.78027338447532,-14.437298093645328,12.751366800954138,-0.9010610448616999,0,0
460.9036,26.46181102,26.46181102,26.448857835393575,40.762596893161714,-14.313739057768139,12.705569471116506,-0.8959657438082306,0,0
461.3857,26.56164328,26.56164328,26.551426809937546,40.74493227338238,-14.193505463444836,12.659274111541931,-0.8911105519329008,0,0
461.8678,26.6582282,26.6582282,26.650402328659343,40.727275856751305,-14.076873528091962,12.612480722230414,-0.8865173103417888,0,0
462.3499,26.77020335,26.77020335,26.7440201681461,40.70962764153431,-13.96560747338821,12.565189303181953,-0.8823151614194574,0,0
462.832,26.83810333,26.83810333,26.831710881281115,40.691987625997214,-13.8602767447161,12.517399854396547,-0.8785491080256039,0,0
463.3141,26.93369213,26.93369213,26.913069015239927,40.67435580840586,-13.761286793165937,12.4691123758742,-0.8752530698193599,0,0
463.7963,26.9950334,26.9950334,26.98609463436055,40.65672853228163,-13.670633897921082,12.420326867614909,-0.8725772408803054,0,0
464.2784,27.06239873,27.06239873,27.050474294203635,40.63911310707881,-13.588638812875178,12.371043329618674,-0.8705520438096673,0,0
464.7605,27.11146391,27.11146391,27.1062708148411,40.621505874618876,-13.515235059777776,12.321261761885497,-0.8691801692470793,0,0
465.2426,27.15799581,27.15799581,27.155587344275553,40.60390683316761,-13.44831948889206,12.270982164415376,-0.8683146638570216,0,0
465.7247,27.21610773,27.21610773,27.19822246786823,40.58631598099089,-13.388093513122659,12.22020453720831,-0.8679765525058248,0,0
466.2068,27.24673248,27.24673248,27.235196211189574,40.56873331635451,-13.333537105164936,12.168928880264303,-0.8680967186050282,0,0
466.689,27.2923984,27.2923984,27.266970886900594,40.55115519297223,-13.284184306071637,12.117155193583352,-0.8686462770101495,0,0
467.1711,27.32496561,27.32496561,27.296785116292547,40.533588899911464,-13.236803783618917,12.064883477165457,-0.8693890197036237,0,0
467.6532,27.36110011,27.36110011,27.33047893758382,40.51603078918818,-13.185551851604359,12.01211373101062,-0.8698883508241914,0,0
468.1353,27.39461019,27.39461019,27.369762645066658,40.49848085906821,-13.128718214001552,11.95884595511884,-0.8700119924519261,0,0
468.6174,27.43276508,27.43276508,27.422915562095096,40.48093910781736,-13.058023545722268,11.905080149490114,-0.8691270502684104,0,0
469.0995,27.48645385,27.48645385,27.49312677912027,40.463405533701504,-12.970278754581233,11.850816314124447,-0.8669767313621083,0,0
469.5817,27.55240715,27.55240715,27.585957438832594,40.44587650061375,-12.859919061781156,11.796054449021836,-0.8631173922193,0,0
470.0638,27.63179808,27.63179808,27.703580637793035,40.428359277260554,-12.72477863946752,11.740794554182282,-0.857358082946369,0,0
470.5459,27.7454258,27.7454258,27.84732328597545,40.410850225839454,-12.563526939864005,11.685036629605785,-0.8495683086970794,0,0
471.028,27.9022168,27.9022168,28.017795622032978,40.39334934461628,-12.375553722583305,11.628780675292344,-0.8396704840182084,0,0
471.5101,28.10644568,28.10644568,28.209492773350398,40.37585663185686,-12.166363858506465,11.572026691241959,-0.8280620666651703,0,0
471.9922,28.34386279,28.34386279,28.421504250009438,40.35837208582703,-11.93686783581759,11.514774677454632,-0.8147876446835808,0,0
472.4744,28.60816232,28.60816232,28.647838284870495,40.34089208058638,-11.693053795715883,11.457024633953033,-0.8002923843974433,0,0
472.9565,28.89429059,28.89429059,28.882663033438657,40.32342386450628,-11.440760831067625,11.3282068249244,-0.7906632447667304,0,0
473.4386,29.17414259,29.17414259,29.119591564919528,40.305963809952914,-11.186372245033386,11.20070479133445,-0.7805377214874368,0,0
473.9207,29.44118192,29.44118192,29.3507987216701,40.28851191519207,-10.937713193521969,11.074473589418849,-0.7705438277431238,0,0
474.4028,29.67704922,29.67704922,29.57295463752822,40.2710681784896,-10.69811354096138,10.949470135041048,-0.7609676263101889,0,0
474.8849,29.87779709,29.87779709,29.77703167738438,40.253632598111324,-10.476600920726945,10.825628403193031,-0.7525850486864649,0,0
475.3671,30.04233932,30.04233932,29.962259217214385,40.23620155827035,-10.273942341055967,10.702867321456054,-0.7455115222795299,0,0
475.8492,30.17558748,30.17558748,30.125800822925402,40.218782287028894,-10.092981464103492,10.58109512061674,-0.7400448776711831,0,0
476.3313,30.30737925,30.30737925,30.267460009996334,40.20137116690876,-9.933911156912423,10.46019562705618,-0.7362689528637575,0,0
476.8134,30.4004799,30.4004799,30.38799944920523,40.18396819617579,-9.795968746970562,10.340048618233885,-0.7341873623352052,0,0
477.2955,30.48307322,30.48307322,30.493649343360183,40.166573373095794,-9.672924029735611,10.220514411012324,-0.733321658939916,0,0
477.7776,30.56177744,30.56177744,30.587685836204244,40.14918669593462,-9.561500859730373,10.101451399595504,-0.7334343383721923,0,0
478.2598,30.63384174,30.63384174,30.676985674602413,40.1318045590459,-9.454818884443483,9.982627480044776,-0.7339580285727829,0,0
478.7419,30.72878393,30.72878393,30.762699798267004,40.1144341702086,-9.351734371941593,9.863835439609442,-0.734820843186325,0,0
479.224,30.79734259,30.79734259,30.849688686403653,40.097071922087245,-9.247383235683593,9.744889597060288,-0.7356008685838896,0,0
479.7061,30.92863598,30.92863598,30.943168425579852,40.07971781294766,-9.136549387367811,9.625597683727884,-0.7358229597191469,0,0
480.1882,31.01907989,31.01907989,31.040968466926692,40.062371841055665,-9.021403374128973,9.505797088930542,-0.7356869405399268,0,0
480.6703,31.12172173,31.12172173,31.142186846272885,40.045034004677106,-8.90284715840422,9.385387820403217,-0.7352749632154975,0,0
481.1525,31.2328984,31.2328984,31.248781863376514,40.027700708293224,-8.77891884491671,9.264301125949702,-0.7343913457308906,0,0
481.6346,31.37676299,31.37676299,31.360031005726956,40.010379139425616,-8.65034813369866,9.14254567360366,-0.7330884001881803,0,0
482.1167,31.48523812,31.48523812,31.474706726913617,39.993065700868556,-8.518358973954939,9.02017317523671,-0.7314664739509963,0,0
482.5988,31.60717966,31.60717966,31.590940166057123,39.97576039088789,-8.384820224830769,8.89730209592381,-0.7296903786492945,0,0
483.0809,31.70312063,31.70312063,31.70759341733205,39.95846320774944,-8.25086979041739,8.774115002780881,-0.7278527579204418,0,0
483.563,31.8386873,31.8386873,31.821604717649148,39.94117414971902,-8.11956943206987,8.650808016978504,-0.7262511136962282,0,0
484.0452,31.96588561,31.96588561,31.93638480636114,39.92388963139254,-7.987504825031401,8.527586144698168,-0.7245137967772182,0,0
484.5273,32.04389343,32.04389343,32.04958394005188,39.906616820060165,-7.857032880008283,8.404682227408479,-0.7228646953301474,0,0
485.0094,32.15836436,32.15836436,32.16405171129412,39.889352128632936,-7.725300417338815,8.282339570387824,-0.7209721638167877,0,0
485.4915,32.29072215,32.29072215,32.27920594398454,39.87209555537672,-7.592889611392174,8.160774631564726,-0.7188677710332144,0,0
485.9736,32.38836106,32.38836106,32.39405989623691,39.854847098557315,-7.460787202320404,8.040182017818491,-0.7166330427686081,0,0
486.4557,32.50894505,32.50894505,32.509245265599446,39.837606756440586,-7.328361490841139,7.920747351082486,-0.71417126861622,0,0
486.9379,32.61526069,32.61526069,32.63078794916924,39.8203709537241,-7.189583004554862,7.802604838934232,-0.7107611357107321,0,0
487.42,32.73097823,32.73097823,32.75459211700186,39.80314683749245,-7.048554720490586,7.685847154621046,-0.7068326144087203,0,0
487.9021,32.85108789,32.85108789,32.8814309488881,39.7859308307606,-6.904499881872496,7.570526718725934,-0.702265540858573,0,0
488.3842,33.00345292,33.00345292,33.00857838297114,39.76872293179435,-6.760144548823213,7.456643525353224,-0.6973629932088137,0,0
488.8663,33.13096306,33.13096306,33.13847741042781,39.75152313885953,-6.613045728431722,7.344157672015184,-0.6918163414758338,0,0
489.3484,33.25403878,33.25403878,33.26951206511562,39.734331450222,-6.464819385106381,7.233007430609821,-0.6858073401351747,0,0
489.8306,33.4013983,33.4013983,33.396420759829574,39.717144300668096,-6.320723540838522,7.1230895947246,-0.6799957603468882,0,0
490.3127,33.51973649,33.51973649,33.51836803394529,39.69996881710273,-6.181600783157435,7.014310669159103,-0.6745130014302197,0,0
490.7948,33.65737659,33.65737659,33.636299681862916,39.682801432631756,-6.04650175076884,6.906563042985755,-0.6692655284915838,0,0
491.2769,33.79674947,33.79674947,33.74929299255268,39.665642145521005,-5.916349152968323,6.799759679003608,-0.6643994783690952,0,0
491.759,33.8849986,33.8849986,33.85569336286651,39.64849095403632,-5.792797591169808,6.693812079604378,-0.660168658247595,0,0
492.2411,33.98524327,33.98524327,33.95557666643631,39.63134785644351,-5.675771190007204,6.588666436990844,-0.6566013150259127,0,0
492.7233,34.07535402,34.07535402,34.05131492489985,39.614209297604745,-5.562894372704896,6.484270301874145,-0.653406555531072,0,0
493.2054,34.15813502,34.15813502,34.142901531120835,39.59708238427118,-5.454180853150348,6.380594527494587,-0.6506092593866133,0,0
493.6875,34.22734436,34.22734436,34.23308145926402,39.579963559626634,-5.346882100362613,6.277616794939604,-0.6478375318880003,0,0
494.1696,34.29800682,34.29800682,34.323050989711874,39.562852821936914,-5.239801832225041,6.175377793293678,-0.6449136493985967,0,0
494.6517,34.36851015,34.36851015,34.4112872012516,39.54575016946787,-5.134462968216276,6.073921682455806,-0.6420518150105534,0,0
495.1339,34.46806024,34.46806024,34.50334817905153,39.52865205546832,-5.0253038764167925,5.973317286896842,-0.6384069500844477,0,0
495.616,34.57590762,34.57590762,34.59578878812312,39.51156556991429,-4.915776781791166,5.873660668631338,-0.6344586893332471,0,0
496.0981,34.65808161,34.65808161,34.6932817116308,39.49448716437805,-4.801205452747247,5.775033619502911,-0.6294515798217727,0,0
496.5802,34.78456801,34.78456801,34.793776257655644,39.477416837125446,-4.683640579469802,5.67752738488826,-0.6236472950417712,0,0
497.0623,34.90530002,34.90530002,34.898199055328085,39.460354586422284,-4.562155531094199,5.581233050444049,-0.6168456107798944,0,0
497.5444,35.00426899,35.00426899,35.00187249018261,39.44330041053442,-4.441427920351806,5.486225241892531,-0.6097583436373272,0,0
498.0266,35.10932926,35.10932926,35.10659073050297,39.42625077276272,-4.319660042259748,5.392548899829849,-0.6020684677172341,0,0
498.5087,35.22354763,35.22354763,35.20754982991782,39.40921274297693,-4.201662913059117,5.300254872130694,-0.5945624610450798,0,0
498.9908,35.31011067,35.31011067,35.30517515917901,39.39218278280355,-4.087007623624544,5.209373580752219,-0.5871776012590796,0,0
499.4729,35.42077268,35.42077268,35.39503352845655,39.37516089050842,-3.980127362051867,5.119905060589225,-0.5807081824003616,0,0
499.955,35.48801521,35.48801521,35.478859922572276,39.358147064357354,-3.8792871417850776,5.031856196024945,-0.5748962362518202,0,0
500.4371,35.57979474,35.57979474,35.554660617279694,39.34114130261618,-3.7864806853364854,4.945236285721097,-0.5701445719163888,0,0
500.9193,35.62768753,35.62768753,35.62460409675991,39.32414007862491,-3.6995359818649973,4.860041352281455,-0.5661111505450996,0,0
501.4014,35.71376253,35.71376253,35.683342829460145,39.30715044217288,-3.6238076127127385,4.776270569192246,-0.5638502770285903,0,0
501.8835,35.72707252,35.72707252,35.73745320103255,39.29016886492791,-3.5527156638953556,4.6939346813101555,-0.5621917684299144,0,0
502.3656,35.7980583,35.7980583,35.786220530601035,39.273195345155756,-3.4869748145547206,4.613048689059334,-0.5613070788353312,0,0
502.8477,35.81972083,35.81972083,35.831098613543176,39.25622988112231,-3.4251312675791326,4.533667428544865,-0.5609407145296151,0,0
503.3298,35.88211311,35.88211311,35.87203479161771,39.23927247109337,-3.3672376794756644,4.455836503587068,-0.561124435512015,0,0
503.812,35.9033149,35.9033149,35.91194404453696,39.22231959843511,-3.3103755538981474,4.379635643756288,-0.561273314517448,0,0
