repeat,thickness_um,success,error
93,7.466001747843681,True,
94,7.479223304717795,True,
95,7.4656834351298915,True,
96,7.473362921434818,True,
97,7.481813832747463,True,
98,7.482119732335899,True,
99,7.475611354036749,True,
100,7.4720513797552925,True,
101,7.473135412454456,True,
102,7.4753590140681005,True,
103,7.48167392119548,True,
104,7.475313928113579,True,
105,7.4745027034688745,True,
106,7.473981956697157,True,
107,7.47756174657243,True,
108,7.465700575305227,True,
109,7.476782864949964,True,
110,7.473550705471483,True,
111,7.476114766632261,True,
112,7.479880623605165,True,
113,7.491910970861365,True,
114,7.475587103024807,True,
115,7.485497792430132,True,
116,7.4864650393868555,True,
117,7.461721333014973,True,
118,7.4898203787957645,True,
119,7.467308894127967,True,
120,7.478209180531262,True,
121,7.47349313488283,True,
122,7.487448963387552,True,
123,7.4828032954050965,True,
124,7.47356416204378,True,
125,7.475745801169909,True,
126,7.4687081203135595,True,
127,7.459518835781459,True,
128,7.474256162565434,True,
129,7.475041202494825,True,
130,7.481269066641932,True,
131,7.478483696599472,True,
132,7.483878024445183,True,
133,7.469697713552607,True,
134,7.476756596587077,True,
135,7.46864818902775,True,
136,7.46942236221763,True,
137,7.471729649203114,True,
138,7.46741495725426,True,
139,7.481086955239164,True,
140,7.470982470142808,True,
141,7.4842645574662825,True,
142,7.473485980500897,True,
143,7.466147310040217,True,
144,7.473034124925277,True,
145,7.490920121663178,True,
146,7.478771625141967,True,
147,7.472423661528691,True,
148,7.469650355586145,True,
149,7.479088759498629,True,
150,7.473967478992133,True,
151,7.47401264107182,True,
152,7.467572033688,True,
153,7.4862111397675175,True,
154,7.473752517024895,True,
155,7.478775155827826,True,
156,7.48215021723406,True,
157,7.4968819676526905,True,
158,7.476982867393788,True,
159,7.47818505414431,True,
160,7.477268526056176,True,
161,7.482455065853031,True,
162,7.470977319978431,True,
163,7.457542092912279,True,
164,7.484764908749293,True,
165,7.466647856957988,True,
166,7.475979310573116,True,
167,7.46539044277161,True,
168,7.480519662204395,True,
169,7.470607069724794,True,
170,7.484755781137906,True,
171,7.486157305354501,True,
172,7.476294350951193,True,
173,7.477321064148077,True,
174,7.487334177206096,True,
175,7.481656780470309,True,
176,7.4702281479750425,True,
177,7.478540770461161,True,
178,7.476478063143768,True,
179,7.479991773104112,True,
180,7.479587671839632,True,
181,7.477309829639223,True,
182,7.474617932466428,True,
183,7.470473779746033,True,
184,7.473332322498823,True,
185,7.495040051629828,True,
186,7.487739635587719,True,
187,7.486151360126358,True,
188,7.479695869677101,True,
189,7.459047125618316,True,
190,7.467920048149775,True,
191,7.45446520871902,True,
192,7.4704426628967076,True,
193,7.470232739568796,True,
194,7.471680425676492,True,
195,7.484637761320037,True,
196,7.4801471099883745,True,
197,7.483299008841005,True,
198,7.474994622086296,True,
199,7.470248481227963,True,
200,7.460777897155149,True,
201,7.477682595866057,True,
202,7.483526450350688,True,
203,7.471319303619936,True,
204,7.468285067569171,True,
205,7.468134436956223,True,
206,7.4677498330993295,True,
207,7.474813993865787,True,
208,7.47480833861106,True,
209,7.484244215062225,True,
210,7.471266117072894,True,
211,7.467234327113608,True,
212,7.473674354015287,True,
213,7.472102412564718,True,
214,7.477484471209122,True,
215,7.4752419824802505,True,
216,7.474430305373545,True,
217,7.475846698731844,True,
218,7.485639367316432,True,
219,7.48611128009529,True,
220,7.4765143035059785,True,
221,7.475315974288273,True,
222,7.468828490080599,True,
223,7.48296146744771,True,
224,7.480334196268853,True,
225,7.4788747693150786,True,
226,7.467361308217814,True,
227,7.475084010399514,True,
228,7.487506749834822,True,
229,7.4657806745744235,True,
230,7.472746690798864,True,
231,7.474632291378089,True,
232,7.4794804221609805,True,
233,7.4655750311310936,True,
234,7.477699650187864,True,
235,7.4798491049644475,True,
236,7.46061428565178,True,
237,7.4717107120535555,True,
238,7.47681402454924,True,
239,7.484861343388028,True,
240,7.477377782166428,True,
241,7.468907134833568,True,
242,7.48192434864201,True,
243,7.477290950484111,True,
244,7.480901339218969,True,
245,7.482454389839499,True,
246,7.47501468756049,True,
247,7.4556173820583105,True,
248,7.466739135634269,True,
249,7.475596487002451,True,
250,7.4702541100609245,True,
251,7.4745268342599305,True,
252,7.473702594725792,True,
253,7.475064031082015,True,
254,7.466092588778275,True,
255,7.480637102366574,True,
256,7.472839624150093,True,
257,7.48082571447069,True,
258,7.474827497881446,True,
259,7.474921599881476,True,
260,7.4589046438552025,True,
261,7.470668095091678,True,
262,7.47449743079785,True,
263,7.479988741752781,True,
264,7.45101750676947,True,
265,7.475696615726237,True,
266,7.471157416403976,True,
267,7.475770368648407,True,
268,7.4773261208788675,True,
269,7.474781276680435,True,
270,7.465799541279049,True,
271,7.462349332712405,True,
272,7.470268327116836,True,
273,7.470151773049886,True,
274,7.474795767030548,True,
275,7.47797411587586,True,
276,7.4773345786420276,True,
277,7.471058576124608,True,
278,7.478816985295216,True,
279,7.469672206117462,True,
280,7.481919354650156,True,
281,7.488869868520217,True,
282,7.480150024511697,True,
283,7.481650579871673,True,
284,7.472859450337185,True,
285,7.4701913926649945,True,
286,7.479908692338736,True,
287,7.478790860859487,True,
288,7.473521639593978,True,
289,7.4873127382932125,True,
290,7.473115517797771,True,
291,7.478676226596675,True,
292,7.471083964987114,True,
293,7.4788534137319225,True,
294,7.479652013451702,True,
295,7.486603133902028,True,
296,7.47383649904003,True,
297,7.4715710136353515,True,
298,7.462211075842003,True,
299,7.475728279922691,True,
300,7.484414605603455,True,
301,7.475570626722769,True,
302,7.4812184802282875,True,
303,7.475143970543877,True,
304,7.4664605334609035,True,
305,7.475714767252828,True,
306,7.470574015360901,True,
307,7.4866488655944305,True,
308,7.468008436887769,True,
309,7.480371044565217,True,
310,7.465678533462118,True,
311,7.4599021111155395,True,
312,7.4729944194662234,True,
313,7.453161023131255,True,
314,7.476931918217898,True,
315,7.479058890511121,True,
316,7.466465273156037,True,
317,7.473085826856238,True,
318,7.479848476182133,True,
319,7.476319562137206,True,
320,7.474445455324903,True,
321,7.472720615466189,True,
322,7.469737455096358,True,
323,7.478813409954807,True,
324,7.460486883836529,True,
325,7.4722648975084045,True,
326,7.4654414964817,True,
327,7.487531182587614,True,
328,7.459860720133099,True,
329,7.475192779193527,True,
330,7.469431937735136,True,
331,7.492159190150222,True,
332,7.4724814591664215,True,
333,7.469864297537965,True,
334,7.467768949539231,True,
335,7.496569582365829,True,
336,7.459832313708451,True,
337,7.474497162802207,True,
338,7.484094046700655,True,
339,7.485669154689189,True,
340,7.471221186103408,True,
341,7.467786186655381,True,
342,7.467353621888623,True,
343,7.4730279541622,True,
344,7.4703769979221715,True,
345,7.464867226204962,True,
346,7.455037334945555,True,
347,7.467246461054381,True,
348,7.47006390153185,True,
349,7.477145844704458,True,
350,7.47624666330254,True,
351,7.480757080548003,True,
352,7.472331752709337,True,
353,7.470851792978266,True,
354,7.48734703011689,True,
355,7.47540484840637,True,
356,7.470804994174979,True,
357,7.480705600139103,True,
358,7.468876258359188,True,
359,7.473967495792339,True,
360,7.489147978015078,True,
361,7.474361872916322,True,
362,7.478526725479464,True,
363,7.476783247498522,True,
364,7.482417186169966,True,
365,7.483260569445462,True,
366,7.449211317122742,True,
367,7.483465808934505,True,
368,7.469302557180622,True,
369,7.480129323322328,True,
370,7.478449234010925,True,
371,7.4581668886657635,True,
372,7.4873930100926085,True,
373,7.465920805014068,True,
374,7.477471855399754,True,
375,7.479416052762189,True,
376,7.4674891238690115,True,
377,7.481985602040198,True,
378,7.488521411055799,True,
379,7.48046227065224,True,
380,7.477593990023166,True,
381,7.484559152297459,True,
382,7.46836860278726,True,
383,7.473193011339992,True,
384,7.473640990573544,True,
385,7.481436223950956,True,
386,7.470694535253105,True,
387,7.471520667361226,True,
388,7.476759020392871,True,
389,7.473629415531545,True,
390,7.482324784025421,True,
391,7.471577191518865,True,
392,7.47031458295635,True,
393,7.475465851960926,True,
394,7.469142791687231,True,
395,7.470666870490608,True,
396,7.472176937182931,True,
397,7.478083288415496,True,
398,7.469327272886318,True,
399,7.493632670568861,True,
